------------ Data File Created By ActiGraph GT3X+ ActiLife v6.11.5 Firmware v3.2.1 date format M/d/yyyy Filter Normal -----------
Serial Number: NEO1C16110306
Start Time 06:34:00
Start Date 5/15/2014
Epoch Period (hh:mm:ss) 00:01:00
Download Time 14:02:26
Download Date 5/22/2014
Current Memory Address: 0
Current Battery Voltage: 3.74     Mode = 13
--------------------------------------------------
Axis1,Axis2,Axis3,Steps
966,635,2039,9
258,485,839,5
4,28,25,0
647,1291,1088,9
104,91,248,1
89,0,5,1
2555,2473,3077,26
5077,5459,4952,40
3201,3899,2880,23
3673,3890,4098,30
2488,3278,2918,33
5736,6212,5500,46
6276,5603,4769,58
3306,2868,2987,42
3167,2333,3526,32
2203,1879,1347,26
1974,1994,2239,29
1233,1139,1126,31
2049,2686,2437,36
2024,2500,1907,24
1215,1914,1458,22
2715,2944,1855,29
1762,1953,2073,21
1703,1940,1607,26
2576,2546,2670,32
3124,2990,2338,45
2166,1828,1300,28
4473,3573,3243,22
4653,4247,4860,28
9198,7390,8922,52
4095,4118,3955,63
12835,8626,9919,63
2073,2620,2722,23
3613,3877,3459,36
1925,2225,1658,18
1141,1965,1117,13
2093,2792,2285,31
1600,1451,1097,9
550,1140,863,6
878,1174,783,10
3205,3431,3398,35
1814,2862,2430,30
1941,2113,2023,79
4587,4070,4512,55
3492,3892,3699,55
3754,3842,4235,41
2714,2775,2642,69
5218,3990,4117,68
3111,3609,2763,36
5170,4708,3853,44
3099,3035,2911,33
2797,3316,2956,43
2131,2315,2111,16
2448,2246,1673,53
2825,2594,2401,82
2804,2845,2832,59
4824,3470,3593,69
2654,3328,3125,68
2159,2093,1341,55
490,1034,1125,6
4066,3839,4205,31
3668,3417,3075,28
1445,1885,1065,20
1258,1669,1513,11
1917,2582,2236,34
1836,1756,1617,14
2025,1938,1646,21
3487,2777,3209,36
4510,2665,4100,80
3512,3398,4071,39
2299,2118,2184,25
3100,2590,2238,18
3523,2422,3457,21
2306,2602,3014,29
4328,4020,5678,32
1951,2752,2628,34
4614,4636,4889,36
592,1110,612,9
1399,1583,2521,15
1115,1338,1623,13
1340,914,874,14
625,293,94,10
589,279,105,5
1343,663,470,16
865,870,664,10
1364,959,837,27
2168,1614,1263,12
2022,2082,1201,14
520,306,158,2
1397,1577,1156,12
1211,1025,1006,10
1004,1906,1416,11
610,591,423,7
1132,815,762,12
2859,2227,2445,12
868,1404,828,9
510,401,623,7
1062,481,1459,10
2313,3722,3762,16
2608,3193,2508,16
3227,3495,2053,27
2896,3947,3850,45
4005,3035,3176,25
1346,1137,1248,18
2850,3491,3661,30
2612,2505,1759,26
2931,2470,2122,21
2908,2950,2693,32
2548,2067,2307,18
2165,1487,1405,16
747,491,517,6
229,636,34,5
439,543,121,6
484,1171,674,3
1704,2046,1546,19
3238,4804,3141,32
4069,3146,2541,16
1264,2110,826,16
558,1126,633,9
2996,2436,2245,17
1715,1804,1215,15
2135,3126,2122,20
1979,2588,2045,15
4097,3191,2933,26
1770,1540,1777,14
1017,775,1191,10
1342,1716,1795,15
3623,3128,3564,22
3903,2988,3545,25
3543,3573,3487,66
4109,3309,3697,46
3646,4300,3189,30
2124,2398,1745,21
6402,5553,5492,65
1615,1707,1994,15
1446,2190,1342,21
1098,1592,1329,17
156,300,184,4
2683,3570,3172,28
7409,6554,8144,44
3871,3492,3081,72
4381,2830,3791,91
6127,5564,6031,67
3934,3418,4693,35
573,1174,2032,11
3464,4288,4430,37
4800,4102,5916,69
5067,3623,5050,74
4543,4689,4931,62
2416,1779,3236,23
3244,3887,2766,21
717,1739,487,15
607,1154,498,10
81,375,46,3
283,1417,179,8
186,510,47,5
142,858,211,4
586,1590,484,15
422,1519,396,8
1920,2838,1480,16
2932,3660,2576,37
2120,1835,1557,33
4506,4100,4143,23
2738,2115,2542,15
368,516,221,4
514,241,663,1
1401,1838,1873,11
9,90,36,1
118,793,180,2
0,12,0,0
2796,2220,2297,17
4,233,56,0
86,351,96,4
3006,2702,2644,22
4925,4603,4833,61
3946,3898,3926,66
6240,6248,6110,61
2424,2465,2578,44
4873,3538,5170,24
2517,1978,2606,41
2805,2141,2456,21
2276,2017,2305,14
1769,1751,1938,14
2183,2557,2797,22
1765,1714,2758,15
3764,3237,3579,48
3494,2486,3422,78
2854,2479,4055,44
2504,3158,3021,33
2915,4343,4672,40
2883,2929,2832,34
1553,1303,1898,8
5141,4042,4948,41
2300,2546,3007,30
3703,3476,3754,25
1511,1690,1420,13
1782,1551,2060,14
3977,4648,3935,43
4838,4315,4222,45
1503,1825,1984,18
2989,3824,4242,31
2717,4596,3969,24
2719,3205,3443,32
4243,4158,3999,32
4488,4367,5214,49
1588,1510,2142,18
2458,2622,2085,13
3224,3436,3772,46
3709,3178,3633,29
1951,2392,1863,18
2628,3008,1968,21
4736,3975,3873,53
2283,2820,2339,33
3797,3251,3449,55
3041,2354,2280,19
3949,3305,3369,26
6227,6023,6936,48
2055,2849,2782,22
7067,4985,4132,38
4268,4259,3316,56
858,933,721,8
3392,2447,2478,28
4223,4634,5410,53
4918,4310,5094,40
6787,6109,6367,56
7811,6522,5971,53
2580,3607,2731,19
3512,3576,3961,26
3096,2398,3408,19
1918,1513,2537,24
599,606,395,18
792,673,1169,26
1074,825,1473,31
608,648,970,23
1186,1471,1721,31
1102,1363,1450,33
328,189,309,3
531,837,446,5
578,1808,713,9
251,973,336,3
80,434,148,2
0,18,0,0
480,403,249,7
410,307,81,3
177,346,317,3
0,21,0,0
82,69,6,2
865,1129,824,20
2539,3276,2825,40
2004,2042,1502,24
946,1245,1134,17
1438,1081,1203,15
2374,1785,1878,13
4473,4175,4759,46
723,1390,1003,9
2981,3597,3555,22
2534,3905,3355,17
1947,3372,3354,21
5477,5410,6571,51
4646,4215,4644,35
4160,3542,3989,29
4564,4955,5552,47
3733,4228,3451,52
4224,4572,3757,37
2531,3179,2911,26
2316,3141,2688,27
4076,4764,4712,34
3898,3281,3986,40
3907,3631,4263,31
4054,3608,3753,23
1478,1797,1063,9
2609,1979,1482,13
1113,2057,1665,11
1289,2296,1341,12
2831,3841,2663,22
2447,2377,2147,18
1805,1694,2278,24
5451,4824,4813,48
5002,5160,4712,52
1454,2256,1308,28
1627,1971,1286,26
2004,1669,1297,21
1880,1591,1050,21
2135,2434,1288,21
2668,2202,2630,14
3975,5485,4030,37
2811,2143,1631,25
3712,3714,3083,37
1947,2107,1522,22
1529,2016,1219,29
1289,2311,1169,18
2523,2891,1835,25
2043,2180,1583,21
2913,2279,2157,26
3532,3474,2779,30
4187,5369,3906,34
4695,3977,5104,34
3624,3905,3606,36
3306,2999,2966,24
2029,2275,2143,21
2366,2671,1610,20
781,1513,1223,8
1399,1703,1372,22
1166,2224,859,25
2455,2989,2937,60
4126,5213,4496,64
3330,4042,3459,69
4439,4568,4767,57
3280,3498,2748,59
1572,1721,1923,12
928,2091,920,10
2458,2657,2818,10
16,107,23,1
29,246,82,1
242,320,98,3
158,434,122,2
93,302,175,3
516,1025,482,7
49,151,38,1
566,1063,182,8
0,12,0,0
0,52,37,0
132,182,189,3
148,237,153,2
183,469,549,2
58,362,39,4
156,275,121,8
366,379,444,16
581,621,856,4
151,83,199,1
177,362,671,3
366,361,635,6
93,88,209,5
448,783,772,11
0,19,75,0
12,38,4,1
92,0,2,1
45,114,216,2
34,48,11,0
26,43,7,0
24,106,46,1
285,348,335,3
725,616,218,1
0,4,2,0
14,152,4,0
926,1321,737,6
932,1142,394,10
569,822,154,7
407,887,228,9
446,809,156,5
542,563,304,6
688,699,457,4
907,1557,541,9
381,1805,623,11
706,1754,855,10
491,1559,365,5
1460,2871,569,12
1214,2880,725,12
776,2862,556,9
646,2405,478,6
318,1369,439,5
776,2191,360,7
591,2230,374,6
960,2555,738,12
293,2681,547,8
328,2527,576,5
1360,2159,882,9
1969,2469,1837,13
1399,2053,1155,14
813,871,858,11
639,606,943,6
576,500,771,5
193,218,441,1
344,319,357,2
246,290,315,1
345,1331,1732,7
391,269,693,3
852,1324,1821,9
0,352,294,0
315,123,261,1
785,1475,890,6
150,660,199,2
1208,1623,616,12
645,996,693,8
314,638,275,4
0,7,38,0
17,149,240,1
0,37,12,0
86,45,94,2
498,285,378,1
22,170,148,2
191,297,387,5
35,116,193,1
135,613,524,1
219,395,591,2
210,253,322,0
406,285,253,3
295,879,314,5
1207,1547,1028,9
737,1807,321,6
632,2047,1665,10
1455,2148,2203,20
1261,2389,2288,19
612,1471,632,8
0,25,11,0
508,1435,1191,9
788,962,1122,9
146,455,279,5
954,2289,1783,21
96,659,540,5
1133,2186,2139,16
607,1812,2069,19
1825,4288,4009,29
1351,2648,2632,24
1716,3097,2913,21
2266,6179,2425,70
823,1039,988,12
240,115,219,2
0,0,11,0
1233,1364,494,15
829,2037,922,13
243,1399,209,2
0,582,18,0
29,1064,153,1
22,1918,68,0
86,511,164,1
16,480,149,1
72,883,203,1
174,1027,460,4
570,2032,632,5
298,2006,483,4
0,980,102,0
0,1120,44,0
466,1875,664,4
624,1970,3257,3
1247,3554,2165,13
111,829,1197,5
129,1060,1036,5
170,773,833,7
966,1840,1841,14
1793,2534,2687,18
1443,2235,2335,22
2863,2474,2940,30
86,222,249,3
123,170,131,0
144,723,272,5
244,1420,353,6
176,204,103,2
2,28,23,1
357,700,331,3
156,153,293,2
5,28,80,0
439,673,733,4
64,398,144,2
57,675,129,2
9,274,38,1
0,206,5,0
8,262,17,1
170,752,297,2
987,1760,715,12
1972,3258,1795,30
1229,1338,2934,20
809,1703,1217,12
183,536,515,2
723,2167,2016,15
117,450,692,2
22,355,428,0
7,36,0,1
116,294,401,3
54,463,398,3
97,565,863,4
154,303,266,1
627,703,644,8
1149,2157,1100,12
80,423,112,3
741,1112,473,12
2119,3174,2206,35
4068,4830,4244,45
3728,5054,5210,51
4537,4502,4930,39
2726,2032,4550,36
765,954,1576,16
1735,2531,2016,27
4560,6311,4906,49
1119,1595,1318,33
342,431,213,5
376,180,493,2
2318,2313,2380,27
2355,3820,3376,34
2892,2961,2691,35
3566,3413,5026,34
1901,2075,2903,24
3749,3016,3134,22
4726,3316,4411,30
1842,2458,2032,21
2897,2284,1890,18
2775,2302,2995,33
2720,3794,3351,22
1439,2347,1806,17
254,1008,677,4
311,904,859,4
20,46,36,1
264,295,109,2
29,356,128,1
98,330,559,2
40,87,108,2
347,489,571,3
255,554,877,2
278,597,574,4
155,329,274,2
49,144,10,2
37,91,0,3
17,64,64,0
280,296,540,4
258,605,391,4
25,105,44,2
19,52,31,1
179,187,78,4
182,440,291,4
0,0,0,0
31,322,168,1
26,489,355,1
68,210,203,4
145,252,114,5
16,29,2,1
177,445,281,1
2,4,13,1
196,155,341,4
18,210,302,2
103,131,95,1
124,237,192,2
0,35,0,0
22,73,72,0
258,605,515,6
140,48,63,6
14,1,8,1
30,10,0,2
170,531,378,5
181,211,269,7
111,213,121,3
200,276,344,7
232,843,703,6
77,368,424,2
180,199,238,7
38,26,41,2
132,157,151,4
121,349,419,10
53,73,81,2
154,139,69,9
67,193,74,3
118,195,98,5
392,1039,639,4
2058,3316,2686,22
33,132,12,0
80,85,25,2
12,33,20,0
86,49,27,1
0,0,0,0
1640,1351,1325,5
150,201,157,2
243,217,107,2
363,753,975,7
881,1384,1946,12
3652,3453,3846,22
3059,4517,4001,23
3372,2809,4656,19
30,5,185,1
676,707,1128,9
217,234,758,5
318,869,641,1
10,119,180,0
538,897,803,10
661,693,2076,7
4563,3560,3950,28
8565,6355,6690,35
3191,4808,2674,24
781,934,891,8
325,579,130,2
2340,2756,2885,19
982,1137,1142,9
0,0,0,0
979,1634,1706,4
958,1149,1433,5
154,219,113,3
1295,1532,1691,7
1936,3948,5377,14
1201,1549,1802,10
567,991,1413,5
202,1269,796,3
845,1178,1755,9
463,1080,976,9
1217,2574,2434,11
3887,4386,3932,32
2424,2394,2881,26
368,405,267,3
92,222,122,1
0,0,0,0
0,4,0,0
0,0,0,0
240,664,465,3
0,2,0,0
211,404,440,1
379,397,539,3
0,0,0,0
0,5,0,0
392,794,913,4
27,76,20,1
64,219,63,1
29,58,0,2
37,86,0,0
11,32,9,1
152,304,311,0
0,143,16,0
277,366,654,5
12,13,124,0
0,0,152,0
0,0,9,0
375,646,900,5
1179,2553,2375,12
1040,973,1881,10
3699,2706,2994,23
734,819,1226,9
43,605,515,0
1735,3395,3015,13
2980,2820,3503,17
1076,911,806,9
875,1697,838,6
2959,3484,3613,20
4458,2195,2876,33
2485,3265,2447,26
3031,2541,2488,15
1778,2708,1616,13
2324,2542,2881,19
1235,1114,1248,18
1018,1663,1619,25
0,1,46,0
251,735,401,6
598,966,432,9
99,650,343,5
867,894,872,13
304,373,402,5
662,860,1582,16
262,242,379,7
266,100,361,5
1029,1140,925,11
263,384,641,7
907,1056,750,17
244,407,514,4
645,1051,815,10
594,541,588,9
240,274,333,3
924,1577,1006,18
438,2015,935,17
182,182,340,0
0,9,0,0
1686,2614,2395,21
6010,5787,4962,63
1673,1524,1704,14
10,9,0,0
170,217,202,2
89,131,103,2
187,570,852,3
35,252,67,0
70,476,203,3
0,15,66,0
207,164,382,2
168,334,451,2
417,564,361,4
248,244,426,3
382,480,179,2
74,118,193,0
528,605,470,4
0,0,0,0
244,773,883,5
4169,3529,3402,25
1251,1005,1520,10
1886,1870,2494,13
457,947,818,4
607,740,836,5
1130,1253,1044,11
249,353,455,3
653,809,1010,13
882,1453,1412,5
295,761,747,7
298,556,745,5
366,496,810,5
1943,2386,1515,13
1650,2036,2022,22
943,562,1841,8
1374,903,2272,14
385,598,781,3
477,976,1492,7
4319,3723,3800,18
203,61,356,2
0,14,0,0
0,0,0,0
161,571,224,1
11,694,71,0
644,426,315,4
524,666,793,5
0,0,38,0
0,0,66,0
0,0,0,0
120,76,152,1
7,0,49,1
322,258,133,1
0,0,12,0
0,0,53,0
280,577,130,3
3363,3201,3616,32
1377,1386,1447,9
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
211,128,429,2
1017,947,836,8
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
927,1705,1290,4
2636,2440,3201,20
3832,2869,3655,22
1761,2505,2722,12
2153,2338,1839,20
1972,2470,3274,18
1355,3174,3606,18
1550,2972,2513,11
3591,3108,2734,25
2250,3600,2258,18
1138,3081,2024,11
2451,3123,2881,34
5654,5649,5440,24
3348,2996,3672,19
2121,2263,2003,17
1715,1259,1725,11
1886,1856,3211,14
1994,2489,3061,13
79,270,393,1
39,258,507,1
940,1055,1309,6
297,700,348,4
566,1258,708,9
1326,1305,1201,6
63,400,328,1
0,213,269,0
141,255,464,1
1724,1563,2197,14
621,338,1119,12
183,722,408,6
74,76,56,2
2,250,74,0
28,44,21,0
723,1728,242,4
529,1511,976,7
1172,3516,3297,13
1091,2405,1785,8
620,318,479,4
554,1179,1382,8
1396,2196,2687,11
601,1614,1763,14
1311,2812,3587,14
183,98,176,1
566,881,661,4
177,516,506,1
178,441,246,1
106,219,209,2
0,38,0,0
299,388,682,4
7,13,0,0
117,293,624,3
0,0,0,0
364,488,337,1
56,134,101,2
127,534,537,1
25,11,64,0
9,260,221,0
19,51,4,0
15,196,253,1
68,437,503,3
61,1206,394,1
20,221,67,1
125,825,404,1
0,10,80,0
69,387,322,2
0,0,28,0
5,415,141,0
74,529,442,3
221,688,540,3
0,0,0,0
31,319,20,0
591,760,521,3
5256,4638,4743,32
6357,5597,4943,33
4318,5286,4473,31
2370,3094,1751,19
850,1090,1068,7
180,349,524,3
269,776,247,2
339,252,260,3
374,782,241,2
612,425,439,4
889,1713,766,7
20,77,10,1
0,13,0,0
0,0,0,0
197,716,1198,3
4604,5429,4678,43
3099,2676,3429,20
54,135,69,1
0,0,0,0
20,9,0,1
120,226,41,1
402,245,364,2
7,36,7,0
2958,3110,2533,20
1491,1466,1276,8
787,767,1253,16
480,1346,1108,18
1092,827,1463,4
0,0,0,0
969,934,770,4
4110,4143,4835,32
861,1389,2032,10
46,63,227,1
0,13,55,0
3081,3878,3588,18
135,641,676,1
164,609,548,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
714,1019,753,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
405,995,671,8
0,0,0,0
0,0,0,0
18,278,393,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
35,52,877,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,160,50,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
204,248,376,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
642,741,351,2
41,7,111,0
18,0,32,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
217,521,310,3
227,106,258,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,6,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,13,0
0,0,0,0
0,0,0,0
0,0,0,0
17,104,95,0
204,347,860,3
0,0,0,0
0,0,0,0
0,0,0,0
251,470,636,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
13,0,7,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1972,1878,1604,10
576,471,758,5
11,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
95,149,400,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
184,146,123,1
0,0,0,0
0,0,0,0
0,0,27,0
523,410,606,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
314,856,721,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
360,614,180,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
270,451,438,1
248,296,206,2
0,0,0,0
84,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
722,852,545,5
0,0,0,0
0,0,0,0
0,1,0,0
319,560,115,4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
438,683,230,4
0,0,0,0
0,0,0,0
211,110,489,4
73,113,206,1
344,853,564,3
0,0,13,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
492,185,596,2
14,52,46,1
0,43,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,9,0,0
483,307,416,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,26,0,0
514,348,200,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,12,0,0
143,444,492,2
216,838,747,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,83,0
66,150,165,1
0,10,13,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
28,9,154,1
0,10,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
221,307,366,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
223,582,490,1
53,453,215,1
0,0,0,0
0,56,20,0
168,235,140,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11,21,21,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
64,150,165,1
101,229,42,2
259,308,483,2
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
404,272,570,3
184,73,354,2
62,4,81,1
0,0,0,0
0,0,0,0
0,0,0,0
129,297,772,2
0,53,0,0
1,163,10,1
84,472,223,1
835,1351,1250,8
2252,1805,2253,11
2470,2835,2260,11
0,0,20,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,19,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
30,69,0,1
0,0,0,0
0,0,0,0
0,7,0,0
285,295,373,2
15,85,55,0
0,0,0,0
0,0,0,0
0,96,39,0
0,0,0,0
0,6,0,0
0,0,0,0
43,58,0,1
0,0,0,0
0,5,0,0
0,0,0,0
0,0,0,0
663,908,869,9
100,136,346,1
24,19,110,1
0,0,0,0
542,370,212,3
0,0,0,0
55,36,166,1
0,0,0,0
0,0,0,0
0,0,0,0
202,295,492,0
3162,2719,3323,17
2475,3747,3863,34
5443,5716,6302,33
6354,6553,6708,42
4796,5959,4419,32
3753,3903,3539,29
2525,3412,2931,29
1268,1668,1355,11
736,851,812,6
1985,1455,1906,14
514,379,228,5
1461,2313,2083,15
716,537,1277,9
1675,1624,694,10
201,526,364,3
702,1045,805,5
1780,1966,2004,13
25,53,14,0
1077,1441,1514,12
998,1148,1405,10
1404,1455,2087,14
787,764,1539,13
729,725,890,5
469,1155,988,7
322,212,268,2
914,1446,915,9
1874,2415,2162,22
1497,1888,1915,17
345,661,295,9
495,480,176,3
1104,1937,896,8
2890,3333,2931,27
3402,2256,2836,22
5147,4354,4601,36
2505,2825,2449,27
1880,2396,1373,16
3182,4154,3232,24
3828,4628,3170,31
3258,4099,4942,37
1857,2633,1891,11
39,185,95,1
500,634,372,3
306,308,1337,8
211,315,522,6
717,1233,1088,8
2852,2998,3579,22
2412,2592,2294,59
2782,2506,3469,67
3745,5089,4082,30
2526,2956,2099,41
2994,4310,3463,26
3183,3706,3830,23
3803,4444,4223,27
1820,2844,1915,20
901,1282,954,9
2100,2103,1670,15
1980,1888,1084,17
2841,3276,3111,24
911,1602,754,17
3251,3831,2346,23
3325,3899,4301,45
2484,3062,3756,62
2075,3349,2723,18
1768,2312,1498,15
358,346,5,9
395,1659,404,7
3158,3833,3351,70
3081,3291,3523,65
1038,1985,1588,13
1028,1297,379,10
0,0,0,0
236,124,86,2
50,89,10,1
217,365,190,2
0,65,0,0
36,39,0,0
508,385,274,4
1270,1359,1057,8
758,2093,2011,11
652,1097,936,8
254,1254,145,7
513,709,1385,10
1231,1694,1433,14
1,27,0,0
1431,1921,1173,6
2731,2604,3900,18
1856,1312,2079,15
1577,2569,2915,14
1122,849,859,8
34,19,104,0
